database_name	LIPIDMAPS
database_version	18Mar14
843.598938	C46H86NO10P	LMGP03010362
841.583288	C46H84NO10P	LMGP03010363
839.567638	C46H82NO10P	LMGP03010364
835.536338	C46H78NO10P	LMGP03010365
701.426787	C36H64NO10P	LMGP03010366
715.442437	C37H66NO10P	LMGP03010367
729.458087	C38H68NO10P	LMGP03010368
727.442437	C38H66NO10P	LMGP03010369
743.473737	C39H70NO10P	LMGP03010370
741.458087	C39H68NO10P	LMGP03010371
757.489388	C40H72NO10P	LMGP03010372
755.473737	C40H70NO10P	LMGP03010373
771.505038	C41H74NO10P	LMGP03010374
769.489388	C41H72NO10P	LMGP03010375
767.473737	C41H70NO10P	LMGP03010376
785.520688	C42H76NO10P	LMGP03010377
783.505038	C42H74NO10P	LMGP03010378
781.489388	C42H72NO10P	LMGP03010379
779.473737	C42H70NO10P	LMGP03010380
779.473737	C42H70NO10P	LMGP03010381
777.458087	C42H68NO10P	LMGP03010382
799.536338	C43H78NO10P	LMGP03010383
797.520688	C43H76NO10P	LMGP03010384
813.551988	C44H80NO10P	LMGP03010385
811.536338	C44H78NO10P	LMGP03010386
809.520688	C44H76NO10P	LMGP03010387
807.505038	C44H74NO10P	LMGP03010388
805.489388	C44H72NO10P	LMGP03010389
803.473737	C44H70NO10P	LMGP03010390
827.567638	C45H82NO10P	LMGP03010391
841.583288	C46H84NO10P	LMGP03010392
839.567638	C46H82NO10P	LMGP03010393
837.551988	C46H80NO10P	LMGP03010394
833.520688	C46H76NO10P	LMGP03010395
829.489388	C46H72NO10P	LMGP03010396
701.426787	C36H64NO10P	LMGP03010397
715.442437	C37H66NO10P	LMGP03010398
729.458087	C38H68NO10P	LMGP03010399
727.442437	C38H66NO10P	LMGP03010400
743.473737	C39H70NO10P	LMGP03010401
741.458087	C39H68NO10P	LMGP03010402
755.473737	C40H70NO10P	LMGP03010403
771.505038	C41H74NO10P	LMGP03010404
769.489388	C41H72NO10P	LMGP03010405
767.473737	C41H70NO10P	LMGP03010406
785.520688	C42H76NO10P	LMGP03010407
781.489388	C42H72NO10P	LMGP03010408
779.473737	C42H70NO10P	LMGP03010409
777.458087	C42H68NO10P	LMGP03010410
799.536338	C43H78NO10P	LMGP03010411
797.520688	C43H76NO10P	LMGP03010412
813.551988	C44H80NO10P	LMGP03010413
811.536338	C44H78NO10P	LMGP03010414
809.520688	C44H76NO10P	LMGP03010415
807.505038	C44H74NO10P	LMGP03010416
805.489388	C44H72NO10P	LMGP03010417
803.473737	C44H70NO10P	LMGP03010418
827.567638	C45H82NO10P	LMGP03010419
841.583288	C46H84NO10P	LMGP03010420
839.567638	C46H82NO10P	LMGP03010421
837.551988	C46H80NO10P	LMGP03010422
833.520688	C46H76NO10P	LMGP03010423
829.489388	C46H72NO10P	LMGP03010424
699.411137	C36H62NO10P	LMGP03010425
713.426787	C37H64NO10P	LMGP03010426
727.442437	C38H66NO10P	LMGP03010427
725.426787	C38H64NO10P	LMGP03010428
741.458087	C39H68NO10P	LMGP03010429
739.442437	C39H66NO10P	LMGP03010430
755.473737	C40H70NO10P	LMGP03010431
753.458087	C40H68NO10P	LMGP03010432
769.489388	C41H72NO10P	LMGP03010433
767.473737	C41H70NO10P	LMGP03010434
765.458087	C41H68NO10P	LMGP03010435
783.505038	C42H74NO10P	LMGP03010436
781.489388	C42H72NO10P	LMGP03010437
779.473737	C42H70NO10P	LMGP03010438
777.458087	C42H68NO10P	LMGP03010439
777.458087	C42H68NO10P	LMGP03010440
775.442437	C42H66NO10P	LMGP03010441
797.520688	C43H76NO10P	LMGP03010442
795.505038	C43H74NO10P	LMGP03010443
811.536338	C44H78NO10P	LMGP03010444
809.520688	C44H76NO10P	LMGP03010445
807.505038	C44H74NO10P	LMGP03010446
805.489388	C44H72NO10P	LMGP03010447
803.473737	C44H70NO10P	LMGP03010448
801.458087	C44H68NO10P	LMGP03010449
825.551988	C45H80NO10P	LMGP03010450
839.567638	C46H82NO10P	LMGP03010451
837.551988	C46H80NO10P	LMGP03010452
835.536338	C46H78NO10P	LMGP03010453
831.505038	C46H74NO10P	LMGP03010454
827.473737	C46H70NO10P	LMGP03010455
747.505038	C39H74NO10P	LMGP03010456
761.520688	C40H76NO10P	LMGP03010457
775.536338	C41H78NO10P	LMGP03010458
791.567638	C42H82NO10P	LMGP03010459
789.551988	C42H80NO10P	LMGP03010460
787.536338	C42H78NO10P	LMGP03010461
803.567638	C43H82NO10P	LMGP03010462
801.551988	C43H80NO10P	LMGP03010463
799.536338	C43H78NO10P	LMGP03010464
799.536338	C43H78NO10P	LMGP03010465
797.520688	C43H76NO10P	LMGP03010466
817.583288	C44H84NO10P	LMGP03010467
833.614588	C45H88NO10P	LMGP03010468
831.598938	C45H86NO10P	LMGP03010469
829.583288	C45H84NO10P	LMGP03010470
827.567638	C45H82NO10P	LMGP03010471
825.551988	C45H80NO10P	LMGP03010472
823.536338	C45H78NO10P	LMGP03010473
847.630238	C46H90NO10P	LMGP03010474
861.645888	C47H92NO10P	LMGP03010475
859.630238	C47H90NO10P	LMGP03010476
857.614588	C47H88NO10P	LMGP03010477
853.583288	C47H84NO10P	LMGP03010478
849.551988	C47H80NO10P	LMGP03010479
719.473737	C37H70NO10P	LMGP03010480
733.489388	C38H72NO10P	LMGP03010481
747.505038	C39H74NO10P	LMGP03010482
745.489388	C39H72NO10P	LMGP03010483
761.520688	C40H76NO10P	LMGP03010484
759.505038	C40H74NO10P	LMGP03010485
775.536338	C41H78NO10P	LMGP03010486
773.520688	C41H76NO10P	LMGP03010487
789.551988	C42H80NO10P	LMGP03010488
787.536338	C42H78NO10P	LMGP03010489
785.520688	C42H76NO10P	LMGP03010490
803.567638	C43H82NO10P	LMGP03010491
801.551988	C43H80NO10P	LMGP03010492
799.536338	C43H78NO10P	LMGP03010493
797.520688	C43H76NO10P	LMGP03010494
797.520688	C43H76NO10P	LMGP03010495
795.505038	C43H74NO10P	LMGP03010496
817.583288	C44H84NO10P	LMGP03010497
815.567638	C44H82NO10P	LMGP03010498
831.598938	C45H86NO10P	LMGP03010499
829.583288	C45H84NO10P	LMGP03010500
827.567638	C45H82NO10P	LMGP03010501
825.551988	C45H80NO10P	LMGP03010502
823.536338	C45H78NO10P	LMGP03010503
821.520688	C45H76NO10P	LMGP03010504
845.614588	C46H88NO10P	LMGP03010505
859.630238	C47H90NO10P	LMGP03010506
857.614588	C47H88NO10P	LMGP03010507
855.598938	C47H86NO10P	LMGP03010508
851.567638	C47H82NO10P	LMGP03010509
847.536338	C47H78NO10P	LMGP03010510
761.520688	C40H76NO10P	LMGP03010511
777.551988	C41H80NO10P	LMGP03010512
775.536338	C41H78NO10P	LMGP03010513
789.551988	C42H80NO10P	LMGP03010514
805.583288	C43H84NO10P	LMGP03010515
803.567638	C43H82NO10P	LMGP03010516
801.551988	C43H80NO10P	LMGP03010517
813.551988	C44H80NO10P	LMGP03010518
813.551988	C44H80NO10P	LMGP03010519
833.614588	C45H88NO10P	LMGP03010520
831.598938	C45H86NO10P	LMGP03010521
841.583288	C46H84NO10P	LMGP03010522
837.551988	C46H80NO10P	LMGP03010523
861.645888	C47H92NO10P	LMGP03010524
873.645888	C48H92NO10P	LMGP03010525
871.630238	C48H90NO10P	LMGP03010526
867.598938	C48H86NO10P	LMGP03010527
733.489388	C38H72NO10P	LMGP03010528
747.505038	C39H74NO10P	LMGP03010529
761.520688	C40H76NO10P	LMGP03010530
759.505038	C40H74NO10P	LMGP03010531
775.536338	C41H78NO10P	LMGP03010532
773.520688	C41H76NO10P	LMGP03010533
789.551988	C42H80NO10P	LMGP03010534
787.536338	C42H78NO10P	LMGP03010535
803.567638	C43H82NO10P	LMGP03010536
801.551988	C43H80NO10P	LMGP03010537
799.536338	C43H78NO10P	LMGP03010538
817.583288	C44H84NO10P	LMGP03010539
815.567638	C44H82NO10P	LMGP03010540
813.551988	C44H80NO10P	LMGP03010541
811.536338	C44H78NO10P	LMGP03010542
811.536338	C44H78NO10P	LMGP03010543
809.520688	C44H76NO10P	LMGP03010544
831.598938	C45H86NO10P	LMGP03010545
829.583288	C45H84NO10P	LMGP03010546
845.614588	C46H88NO10P	LMGP03010547
841.583288	C46H84NO10P	LMGP03010548
839.567638	C46H82NO10P	LMGP03010549
837.551988	C46H80NO10P	LMGP03010550
835.536338	C46H78NO10P	LMGP03010551
859.630238	C47H90NO10P	LMGP03010552
873.645888	C48H92NO10P	LMGP03010553
871.630238	C48H90NO10P	LMGP03010554
869.614588	C48H88NO10P	LMGP03010555
865.583288	C48H84NO10P	LMGP03010556
861.551988	C48H80NO10P	LMGP03010557
731.473737	C38H70NO10P	LMGP03010558
745.489388	C39H72NO10P	LMGP03010559
759.505038	C40H74NO10P	LMGP03010560
757.489388	C40H72NO10P	LMGP03010561
773.520688	C41H76NO10P	LMGP03010562
771.505038	C41H74NO10P	LMGP03010563
787.536338	C42H78NO10P	LMGP03010564
785.520688	C42H76NO10P	LMGP03010565
801.551988	C43H80NO10P	LMGP03010566
799.536338	C43H78NO10P	LMGP03010567
797.520688	C43H76NO10P	LMGP03010568
815.567638	C44H82NO10P	LMGP03010569
813.551988	C44H80NO10P	LMGP03010570
811.536338	C44H78NO10P	LMGP03010571
809.520688	C44H76NO10P	LMGP03010572
809.520688	C44H76NO10P	LMGP03010573
807.505038	C44H74NO10P	LMGP03010574
829.583288	C45H84NO10P	LMGP03010575
827.567638	C45H82NO10P	LMGP03010576
843.598938	C46H86NO10P	LMGP03010577
841.583288	C46H84NO10P	LMGP03010578
839.567638	C46H82NO10P	LMGP03010579
837.551988	C46H80NO10P	LMGP03010580
835.536338	C46H78NO10P	LMGP03010581
833.520688	C46H76NO10P	LMGP03010582
857.614588	C47H88NO10P	LMGP03010583
871.630238	C48H90NO10P	LMGP03010584
869.614588	C48H88NO10P	LMGP03010585
867.598938	C48H86NO10P	LMGP03010586
863.567638	C48H82NO10P	LMGP03010587
859.536338	C48H78NO10P	LMGP03010588
729.458087	C38H68NO10P	LMGP03010589
743.473737	C39H70NO10P	LMGP03010590
757.489388	C40H72NO10P	LMGP03010591
755.473737	C40H70NO10P	LMGP03010592
771.505038	C41H74NO10P	LMGP03010593
769.489388	C41H72NO10P	LMGP03010594
785.520688	C42H76NO10P	LMGP03010595
783.505038	C42H74NO10P	LMGP03010596
799.536338	C43H78NO10P	LMGP03010597
797.520688	C43H76NO10P	LMGP03010598
795.505038	C43H74NO10P	LMGP03010599
813.551988	C44H80NO10P	LMGP03010600
811.536338	C44H78NO10P	LMGP03010601
809.520688	C44H76NO10P	LMGP03010602
807.505038	C44H74NO10P	LMGP03010603
807.505038	C44H74NO10P	LMGP03010604
805.489388	C44H72NO10P	LMGP03010605
827.567638	C45H82NO10P	LMGP03010606
825.551988	C45H80NO10P	LMGP03010607
841.583288	C46H84NO10P	LMGP03010608
839.567638	C46H82NO10P	LMGP03010609
837.551988	C46H80NO10P	LMGP03010610
835.536338	C46H78NO10P	LMGP03010611
833.520688	C46H76NO10P	LMGP03010612
831.505038	C46H74NO10P	LMGP03010613
855.598938	C47H86NO10P	LMGP03010614
869.614588	C48H88NO10P	LMGP03010615
867.598938	C48H86NO10P	LMGP03010616
865.583288	C48H84NO10P	LMGP03010617
861.551988	C48H80NO10P	LMGP03010618
857.520688	C48H76NO10P	LMGP03010619
727.442437	C38H66NO10P	LMGP03010620
741.458087	C39H68NO10P	LMGP03010621
755.473737	C40H70NO10P	LMGP03010622
753.458087	C40H68NO10P	LMGP03010623
769.489388	C41H72NO10P	LMGP03010624
767.473737	C41H70NO10P	LMGP03010625
781.489388	C42H72NO10P	LMGP03010626
797.520688	C43H76NO10P	LMGP03010627
795.505038	C43H74NO10P	LMGP03010628
793.489388	C43H72NO10P	LMGP03010629
811.536338	C44H78NO10P	LMGP03010630
809.520688	C44H76NO10P	LMGP03010631
807.505038	C44H74NO10P	LMGP03010632
805.489388	C44H72NO10P	LMGP03010633
805.489388	C44H72NO10P	LMGP03010634
803.473737	C44H70NO10P	LMGP03010635
825.551988	C45H80NO10P	LMGP03010636
823.536338	C45H78NO10P	LMGP03010637
839.567638	C46H82NO10P	LMGP03010638
837.551988	C46H80NO10P	LMGP03010639
835.536338	C46H78NO10P	LMGP03010640
833.520688	C46H76NO10P	LMGP03010641
829.489388	C46H72NO10P	LMGP03010642
853.583288	C47H84NO10P	LMGP03010643
867.598938	C48H86NO10P	LMGP03010644
865.583288	C48H84NO10P	LMGP03010645
863.567638	C48H82NO10P	LMGP03010646
859.536338	C48H78NO10P	LMGP03010647
725.426787	C38H64NO10P	LMGP03010648
739.442437	C39H66NO10P	LMGP03010649
753.458087	C40H68NO10P	LMGP03010650
751.442437	C40H66NO10P	LMGP03010651
767.473737	C41H70NO10P	LMGP03010652
765.458087	C41H68NO10P	LMGP03010653
781.489388	C42H72NO10P	LMGP03010654
779.473737	C42H70NO10P	LMGP03010655
795.505038	C43H74NO10P	LMGP03010656
793.489388	C43H72NO10P	LMGP03010657
791.473737	C43H70NO10P	LMGP03010658
809.520688	C44H76NO10P	LMGP03010659
805.489388	C44H72NO10P	LMGP03010660
803.473737	C44H70NO10P	LMGP03010661
803.473737	C44H70NO10P	LMGP03010662
801.458087	C44H68NO10P	LMGP03010663
823.536338	C45H78NO10P	LMGP03010664
821.520688	C45H76NO10P	LMGP03010665
837.551988	C46H80NO10P	LMGP03010666
835.536338	C46H78NO10P	LMGP03010667
833.520688	C46H76NO10P	LMGP03010668
831.505038	C46H74NO10P	LMGP03010669
829.489388	C46H72NO10P	LMGP03010670
827.473737	C46H70NO10P	LMGP03010671
851.567638	C47H82NO10P	LMGP03010672
865.583288	C48H84NO10P	LMGP03010673
863.567638	C48H82NO10P	LMGP03010674
861.551988	C48H80NO10P	LMGP03010675
857.520688	C48H76NO10P	LMGP03010676
775.536338	C41H78NO10P	LMGP03010677
791.567638	C42H82NO10P	LMGP03010678
789.551988	C42H80NO10P	LMGP03010679
805.583288	C43H84NO10P	LMGP03010680
803.567638	C43H82NO10P	LMGP03010681
819.598938	C44H86NO10P	LMGP03010682
817.583288	C44H84NO10P	LMGP03010683
815.567638	C44H82NO10P	LMGP03010684
831.598938	C45H86NO10P	LMGP03010685
829.583288	C45H84NO10P	LMGP03010686
827.567638	C45H82NO10P	LMGP03010687
827.567638	C45H82NO10P	LMGP03010688
825.551988	C45H80NO10P	LMGP03010689
847.630238	C46H90NO10P	LMGP03010690
845.614588	C46H88NO10P	LMGP03010691
861.645888	C47H92NO10P	LMGP03010692
859.630238	C47H90NO10P	LMGP03010693
857.614588	C47H88NO10P	LMGP03010694
855.598938	C47H86NO10P	LMGP03010695
853.583288	C47H84NO10P	LMGP03010696
851.567638	C47H82NO10P	LMGP03010697
889.677188	C49H96NO10P	LMGP03010698
887.661538	C49H94NO10P	LMGP03010699
885.645888	C49H92NO10P	LMGP03010700
881.614588	C49H88NO10P	LMGP03010701
789.551988	C42H80NO10P	LMGP03010702
805.583288	C43H84NO10P	LMGP03010703
803.567638	C43H82NO10P	LMGP03010704
819.598938	C44H86NO10P	LMGP03010705
817.583288	C44H84NO10P	LMGP03010706
833.614588	C45H88NO10P	LMGP03010707
831.598938	C45H86NO10P	LMGP03010708
829.583288	C45H84NO10P	LMGP03010709
843.598938	C46H86NO10P	LMGP03010710
841.583288	C46H84NO10P	LMGP03010711
841.583288	C46H84NO10P	LMGP03010712
839.567638	C46H82NO10P	LMGP03010713
861.645888	C47H92NO10P	LMGP03010714
859.630238	C47H90NO10P	LMGP03010715
875.661538	C48H94NO10P	LMGP03010716
871.630238	C48H90NO10P	LMGP03010717
869.614588	C48H88NO10P	LMGP03010718
867.598938	C48H86NO10P	LMGP03010719
865.583288	C48H84NO10P	LMGP03010720
889.677188	C49H96NO10P	LMGP03010721
901.677188	C50H96NO10P	LMGP03010722
899.661538	C50H94NO10P	LMGP03010723
895.630238	C50H90NO10P	LMGP03010724
761.520688	C40H76NO10P	LMGP03010725
775.536338	C41H78NO10P	LMGP03010726
789.551988	C42H80NO10P	LMGP03010727
787.536338	C42H78NO10P	LMGP03010728
803.567638	C43H82NO10P	LMGP03010729
801.551988	C43H80NO10P	LMGP03010730
817.583288	C44H84NO10P	LMGP03010731
815.567638	C44H82NO10P	LMGP03010732
831.598938	C45H86NO10P	LMGP03010733
829.583288	C45H84NO10P	LMGP03010734
827.567638	C45H82NO10P	LMGP03010735
845.614588	C46H88NO10P	LMGP03010736
843.598938	C46H86NO10P	LMGP03010737
841.583288	C46H84NO10P	LMGP03010738
839.567638	C46H82NO10P	LMGP03010739
839.567638	C46H82NO10P	LMGP03010740
837.551988	C46H80NO10P	LMGP03010741
859.630238	C47H90NO10P	LMGP03010742
857.614588	C47H88NO10P	LMGP03010743
873.645888	C48H92NO10P	LMGP03010744
871.630238	C48H90NO10P	LMGP03010745
869.614588	C48H88NO10P	LMGP03010746
867.598938	C48H86NO10P	LMGP03010747
865.583288	C48H84NO10P	LMGP03010748
863.567638	C48H82NO10P	LMGP03010749
887.661538	C49H94NO10P	LMGP03010750
901.677188	C50H96NO10P	LMGP03010751
899.661538	C50H94NO10P	LMGP03010752
897.645888	C50H92NO10P	LMGP03010753
893.614588	C50H88NO10P	LMGP03010754
889.583288	C50H84NO10P	LMGP03010755
759.505038	C40H74NO10P	LMGP03010756
773.520688	C41H76NO10P	LMGP03010757
787.536338	C42H78NO10P	LMGP03010758
785.520688	C42H76NO10P	LMGP03010759
801.551988	C43H80NO10P	LMGP03010760
799.536338	C43H78NO10P	LMGP03010761
815.567638	C44H82NO10P	LMGP03010762
813.551988	C44H80NO10P	LMGP03010763
829.583288	C45H84NO10P	LMGP03010764
827.567638	C45H82NO10P	LMGP03010765
825.551988	C45H80NO10P	LMGP03010766
843.598938	C46H86NO10P	LMGP03010767
841.583288	C46H84NO10P	LMGP03010768
839.567638	C46H82NO10P	LMGP03010769
837.551988	C46H80NO10P	LMGP03010770
837.551988	C46H80NO10P	LMGP03010771
835.536338	C46H78NO10P	LMGP03010772
857.614588	C47H88NO10P	LMGP03010773
855.598938	C47H86NO10P	LMGP03010774
871.630238	C48H90NO10P	LMGP03010775
869.614588	C48H88NO10P	LMGP03010776
867.598938	C48H86NO10P	LMGP03010777
865.583288	C48H84NO10P	LMGP03010778
863.567638	C48H82NO10P	LMGP03010779
861.551988	C48H80NO10P	LMGP03010780
885.645888	C49H92NO10P	LMGP03010781
899.661538	C50H94NO10P	LMGP03010782
897.645888	C50H92NO10P	LMGP03010783
895.630238	C50H90NO10P	LMGP03010784
891.598938	C50H86NO10P	LMGP03010785
887.567638	C50H82NO10P	LMGP03010786
755.473737	C40H70NO10P	LMGP03010787
769.489388	C41H72NO10P	LMGP03010788
783.505038	C42H74NO10P	LMGP03010789
781.489388	C42H72NO10P	LMGP03010790
797.520688	C43H76NO10P	LMGP03010791
795.505038	C43H74NO10P	LMGP03010792
811.536338	C44H78NO10P	LMGP03010793
809.520688	C44H76NO10P	LMGP03010794
825.551988	C45H80NO10P	LMGP03010795
823.536338	C45H78NO10P	LMGP03010796
821.520688	C45H76NO10P	LMGP03010797
839.567638	C46H82NO10P	LMGP03010798
837.551988	C46H80NO10P	LMGP03010799
835.536338	C46H78NO10P	LMGP03010800
833.520688	C46H76NO10P	LMGP03010801
833.520688	C46H76NO10P	LMGP03010802
831.505038	C46H74NO10P	LMGP03010803
853.583288	C47H84NO10P	LMGP03010804
851.567638	C47H82NO10P	LMGP03010805
867.598938	C48H86NO10P	LMGP03010806
865.583288	C48H84NO10P	LMGP03010807
863.567638	C48H82NO10P	LMGP03010808
861.551988	C48H80NO10P	LMGP03010809
859.536338	C48H78NO10P	LMGP03010810
857.520688	C48H76NO10P	LMGP03010811
881.614588	C49H88NO10P	LMGP03010812
895.630238	C50H90NO10P	LMGP03010813
893.614588	C50H88NO10P	LMGP03010814
891.598938	C50H86NO10P	LMGP03010815
887.567638	C50H82NO10P	LMGP03010816
751.442437	C40H66NO10P	LMGP03010817
765.458087	C41H68NO10P	LMGP03010818
779.473737	C42H70NO10P	LMGP03010819
777.458087	C42H68NO10P	LMGP03010820
793.489388	C43H72NO10P	LMGP03010821
791.473737	C43H70NO10P	LMGP03010822
805.489388	C44H72NO10P	LMGP03010823
821.520688	C45H76NO10P	LMGP03010824
819.505038	C45H74NO10P	LMGP03010825
817.489388	C45H72NO10P	LMGP03010826
835.536338	C46H78NO10P	LMGP03010827
833.520688	C46H76NO10P	LMGP03010828
831.505038	C46H74NO10P	LMGP03010829
829.489388	C46H72NO10P	LMGP03010830
829.489388	C46H72NO10P	LMGP03010831
827.473737	C46H70NO10P	LMGP03010832
849.551988	C47H80NO10P	LMGP03010833
847.536338	C47H78NO10P	LMGP03010834
863.567638	C48H82NO10P	LMGP03010835
861.551988	C48H80NO10P	LMGP03010836
859.536338	C48H78NO10P	LMGP03010837
857.520688	C48H76NO10P	LMGP03010838
855.505038	C48H74NO10P	LMGP03010839
853.489388	C48H72NO10P	LMGP03010840
877.583288	C49H84NO10P	LMGP03010841
891.598938	C50H86NO10P	LMGP03010842
889.583288	C50H84NO10P	LMGP03010843
887.567638	C50H82NO10P	LMGP03010844
883.536338	C50H78NO10P	LMGP03010845
807.505038	C44H74NO10P	LMGP03010846
847.630238	C46H90NO10P	LMGP03010847
791.567638	C42H82NO10P	LMGP03010848
777.551988	C41H80NO10P	LMGP03010849
763.536338	C40H78NO10P	LMGP03010850
875.661538	C48H94NO10P	LMGP03010851
833.614588	C45H88NO10P	LMGP03010852
777.551988	C41H80NO10P	LMGP03010853
763.536338	C40H78NO10P	LMGP03010854
749.520688	C39H76NO10P	LMGP03010855
853.489388	C48H72NO10P	LMGP03010856
807.505038	C44H74NO10P	LMGP03010857
831.505038	C46H74NO10P	LMGP03010858
783.505038	C42H74NO10P	LMGP03010859
843.598938	C46H86NO10P	LMGP03010860
863.567638	C48H82NO10P	LMGP03010861
839.567638	C46H82NO10P	LMGP03010862
847.630238	C46H90NO10P	LMGP03010863
791.567638	C42H82NO10P	LMGP03010864
763.536338	C40H78NO10P	LMGP03010865
749.520688	C39H76NO10P	LMGP03010866
735.505038	C38H74NO10P	LMGP03010867
819.598938	C44H86NO10P	LMGP03010868
805.583288	C43H84NO10P	LMGP03010869
763.536338	C40H78NO10P	LMGP03010870
749.520688	C39H76NO10P	LMGP03010871
735.505038	C38H74NO10P	LMGP03010872
721.489388	C37H72NO10P	LMGP03010873
783.505038	C42H74NO10P	LMGP03010874
807.505038	C44H74NO10P	LMGP03010875
787.536338	C42H78NO10P	LMGP03010876
759.505038	C40H74NO10P	LMGP03010877
807.505038	C44H74NO10P	LMGP03010878
809.520688	C44H76NO10P	LMGP03010879
783.505038	C42H74NO10P	LMGP03010880
759.505038	C40H74NO10P	LMGP03010881
733.489388	C38H72NO10P	LMGP03010882
839.567638	C46H82NO10P	LMGP03010883
809.520688	C44H76NO10P	LMGP03010884
813.551988	C44H80NO10P	LMGP03010885
783.505038	C42H74NO10P	LMGP03010886
761.520688	C40H76NO10P	LMGP03010887
763.536338	C40H78NO10P	LMGP03010888
707.473737	C36H70NO10P	LMGP03010889
755.473737	C40H70NO10P	LMGP03010890
759.505038	C40H74NO10P	LMGP03010891
821.520688	C45H76NO10P	LMGP03010892
775.536338	C41H78NO10P	LMGP03010893
777.551988	C41H80NO10P	LMGP03010894
763.536338	C40H78NO10P	LMGP03010895
735.505038	C38H74NO10P	LMGP03010896
707.473737	C36H70NO10P	LMGP03010897
781.489388	C42H72NO10P	LMGP03010898
753.458087	C40H68NO10P	LMGP03010899
757.489388	C40H72NO10P	LMGP03010900
759.505038	C40H74NO10P	LMGP03010901
781.489388	C42H72NO10P	LMGP03010902
785.520688	C42H76NO10P	LMGP03010903
755.473737	C40H70NO10P	LMGP03010904
757.489388	C40H72NO10P	LMGP03010905
763.536338	C40H78NO10P	LMGP03010906
747.505038	C39H74NO10P	LMGP03010907
749.520688	C39H76NO10P	LMGP03010908
733.489388	C38H72NO10P	LMGP03010909
721.489388	C37H72NO10P	LMGP03010910
791.567638	C42H82NO10P	LMGP03010911
763.536338	C40H78NO10P	LMGP03010912
745.489388	C39H72NO10P	LMGP03010913
749.520688	C39H76NO10P	LMGP03010914
735.505038	C38H74NO10P	LMGP03010915
719.473737	C37H70NO10P	LMGP03010916
721.489388	C37H72NO10P	LMGP03010917
679.442437	C34H66NO10P	LMGP03010918
675.411137	C34H62NO10P	LMGP03010919
779.473737	C42H70NO10P	LMGP03010920
791.567638	C42H82NO10P	LMGP03010921
753.458087	C40H68NO10P	LMGP03010922
755.473737	C40H70NO10P	LMGP03010923
763.536338	C40H78NO10P	LMGP03010924
727.442437	C38H66NO10P	LMGP03010925
729.458087	C38H68NO10P	LMGP03010926
731.473737	C38H70NO10P	LMGP03010927
735.505038	C38H74NO10P	LMGP03010928
705.458087	C36H68NO10P	LMGP03010929
693.458087	C35H68NO10P	LMGP03010930
651.411137	C32H62NO10P	LMGP03010931
763.536338	C40H78NO10P	LMGP03010932
749.520688	C39H76NO10P	LMGP03010933
735.505038	C38H74NO10P	LMGP03010934
707.473737	C36H70NO10P	LMGP03010935
679.442437	C34H66NO10P	LMGP03010936
751.442437	C40H66NO10P	LMGP03010937
763.536338	C40H78NO10P	LMGP03010938
735.505038	C38H74NO10P	LMGP03010939
705.458087	C36H68NO10P	LMGP03010940
707.473737	C36H70NO10P	LMGP03010941
679.442437	C34H66NO10P	LMGP03010942
903.692838	C50H98NO10P	LMGP03010943
873.645888	C48H92NO10P	LMGP03010944
845.614588	C46H88NO10P	LMGP03010945
875.661538	C48H94NO10P	LMGP03010946
843.598938	C46H86NO10P	LMGP03010947
845.614588	C46H88NO10P	LMGP03010948
811.536338	C44H78NO10P	LMGP03010949
815.567638	C44H82NO10P	LMGP03010950
817.583288	C44H84NO10P	LMGP03010951
819.598938	C44H86NO10P	LMGP03010952
777.551988	C41H80NO10P	LMGP03010953
757.489388	C40H72NO10P	LMGP03010954
845.614588	C46H88NO10P	LMGP03010955
815.567638	C44H82NO10P	LMGP03010956
817.583288	C44H84NO10P	LMGP03010957
785.520688	C42H76NO10P	LMGP03010958
761.520688	C40H76NO10P	LMGP03010959
815.567638	C44H82NO10P	LMGP03010960
817.583288	C44H84NO10P	LMGP03010961
819.598938	C44H86NO10P	LMGP03010962
805.583288	C43H84NO10P	LMGP03010963
731.473737	C38H70NO10P	LMGP03010964
811.536338	C44H78NO10P	LMGP03010965
819.598938	C44H86NO10P	LMGP03010966
789.551988	C42H80NO10P	LMGP03010967
777.551988	C41H80NO10P	LMGP03010968
757.489388	C40H72NO10P	LMGP03010969
707.473737	C36H70NO10P	LMGP03010970
651.411137	C32H62NO10P	LMGP03010971
651.411137	C32H62NO10P	LMGP03010972
891.598938	C50H86NO10P	LMGP03010973
779.473737	C42H70NO10P	LMGP03010974
847.630238	C46H90NO10P	LMGP03010975
759.505038	C40H74NO10P	LMGP03010976
733.489388	C38H72NO10P	LMGP03010977
855.505038	C48H74NO10P	LMGP03010978
831.505038	C46H74NO10P	LMGP03010979
735.505038	C38H74NO10P	LMGP03010980
679.442437	C34H66NO10P	LMGP03010981
707.473737	C36H70NO10P	LMGP03010982
707.473737	C36H70NO10P	LMGP03010983
665.463172	C34H68NO9P	LMGP03020001
679.478822	C35H70NO9P	LMGP03020002
693.494473	C36H72NO9P	LMGP03020003
691.478822	C36H70NO9P	LMGP03020004
707.510123	C37H74NO9P	LMGP03020005
705.494473	C37H72NO9P	LMGP03020006
719.510123	C38H74NO9P	LMGP03020007
733.525773	C39H76NO9P	LMGP03020008
731.510123	C39H74NO9P	LMGP03020009
741.494473	C40H72NO9P	LMGP03020010
761.557073	C41H80NO9P	LMGP03020011
775.572723	C42H82NO9P	LMGP03020012
773.557073	C42H80NO9P	LMGP03020013
